subj,Age,Sex,trial,resp,evidence,Confidence,criterion_fluctuations
954995,21,0,18,0,-8,3,-0.4519747
954995,21,0,19,1,-32,1,-0.5313752
954995,21,0,20,0,32,4,-0.7154136
954995,21,0,22,0,-24,4,-0.81884605
954995,21,0,23,0,24,2,-0.9039908
954995,21,0,24,0,40,4,-0.94427276
954995,21,0,25,1,56,5,-0.9089648
954995,21,0,26,1,-16,2,-0.8930502
954995,21,0,27,0,48,5,-0.9697346
954995,21,0,28,1,48,5,-0.9538917
954995,21,0,29,0,16,3,-0.9780719
954995,21,0,30,1,40,4,-0.9418055
954995,21,0,31,0,-64,6,-0.9477914
954995,21,0,32,0,-64,6,-0.9562392
954995,21,0,33,1,32,5,-0.96371436
954995,21,0,34,1,64,6,-1.0112929
954995,21,0,35,0,-40,6,-1.0779815
954995,21,0,36,0,24,6,-1.149387
954995,21,0,37,0,-56,6,-1.1763928
954995,21,0,40,0,48,3,-1.192353
954995,21,0,41,0,-48,5,-1.1412395
954995,21,0,42,1,64,6,-1.0852423
954995,21,0,43,0,16,5,-1.0464553
954995,21,0,44,1,48,5,-0.9691004
954995,21,0,45,0,-8,2,-0.9233503
954995,21,0,46,1,64,6,-0.8486246
954995,21,0,47,1,40,4,-0.79432774
954995,21,0,48,0,-24,5,-0.7631958
954995,21,0,49,0,-16,5,-0.70993847
954995,21,0,50,1,8,4,-0.63869756
954995,21,0,51,1,64,3,-0.6312536
954995,21,0,52,1,16,4,-0.6382046
954995,21,0,53,0,8,4,-0.6821499
954995,21,0,54,0,-56,6,-0.6800591
954995,21,0,55,1,16,2,-0.6676157
954995,21,0,56,0,-8,5,-0.7100013
954995,21,0,57,0,-8,5,-0.72984684
954995,21,0,58,0,-24,6,-0.7202579
954995,21,0,59,1,24,2,-0.6957268
954995,21,0,61,0,-56,6,-0.7172139
954995,21,0,62,1,56,6,-0.72686607
954995,21,0,63,0,-40,6,-0.7529664
954995,21,0,64,1,56,6,-0.7778501
954995,21,0,65,0,-64,6,-0.812455
954995,21,0,66,0,-56,6,-0.8437285
954995,21,0,67,0,-16,6,-0.8801753
954995,21,0,68,0,-24,6,-0.890409
954995,21,0,69,1,56,6,-0.8937942
954995,21,0,70,0,-48,6,-0.9154131
954995,21,0,71,1,48,6,-0.9372024
954995,21,0,72,0,-48,6,-0.9851088
954995,21,0,73,0,-32,6,-1.0245377
954995,21,0,74,0,16,5,-1.0711894
954995,21,0,75,1,56,6,-1.0679171
954995,21,0,76,0,-16,6,-1.087394
954995,21,0,77,0,8,2,-1.0983906
954995,21,0,78,0,-40,6,-1.068694
954995,21,0,79,1,40,5,-1.0403697
954995,21,0,80,0,-16,6,-1.0495611
954995,21,0,81,1,32,5,-1.047594
954995,21,0,83,1,40,5,-1.0794077
954995,21,0,84,0,-48,6,-1.1506196
954995,21,0,85,0,48,4,-1.2358918
954995,21,0,86,1,48,5,-1.2237326
954995,21,0,87,0,-64,6,-1.2539517
954995,21,0,88,1,32,5,-1.2793394
954995,21,0,89,0,48,2,-1.3661659
954995,21,0,90,0,8,5,-1.3784281
954995,21,0,91,0,-40,6,-1.369292
954995,21,0,92,0,24,1,-1.3586893
954995,21,0,93,1,40,2,-1.3006614
954995,21,0,94,0,-56,6,-1.2947673
954995,21,0,95,0,-32,6,-1.294996
954995,21,0,96,1,16,4,-1.2752298
954995,21,0,97,0,-56,6,-1.3362128
954995,21,0,98,0,-24,6,-1.4008067
954995,21,0,100,0,24,2,-1.4689612
954995,21,0,101,0,-8,3,-1.4941655
954995,21,0,102,0,16,3,-1.5108656
954995,21,0,103,0,-64,6,-1.4988922
954995,21,0,104,0,-16,6,-1.4886867
954995,21,0,105,0,8,2,-1.4854219
954995,21,0,106,0,-64,6,-1.457284
954995,21,0,107,0,-32,6,-1.4336634
954995,21,0,108,0,-8,2,-1.4132121
954995,21,0,109,0,-8,2,-1.3722212
954995,21,0,110,0,8,3,-1.3199592
954995,21,0,111,0,-24,6,-1.2404938
954995,21,0,113,0,-56,6,-1.1619736
954995,21,0,114,0,-40,6,-1.0796384
954995,21,0,115,1,56,6,-0.99783903
954995,21,0,116,0,-24,6,-0.93651253
954995,21,0,117,1,40,6,-0.8700049
954995,21,0,118,0,-8,2,-0.82895476
954995,21,0,119,0,-48,6,-0.7571287
954995,21,0,120,0,-56,6,-0.68764704
954995,21,0,122,1,32,6,-0.61211604
954995,21,0,123,0,-24,6,-0.5633121
