correlation,rmse,generative_a,estimated_a,generative_sigmasq,estimated_sigmasq,generative_mu_x,estimated_mu_x
0.6443767756314526,0.63033783,0.9777884,0.9469422,0.09289101,0.14243369,-0.20715451,-0.5287803
0.8454101647915566,0.611146,0.95227677,0.9537941,0.16296005,0.1702054,0.10804984,0.44258657
0.8677171170062166,0.60243106,0.99421704,0.9576255,0.08971216,0.13164967,0.22543399,0.6110567
0.8655790704680701,0.633763,0.9624357,0.9603813,0.18323728,0.18298608,0.44370148,-0.18818885
0.8322592349032858,0.5486019,0.9928449,0.9680998,0.06947304,0.121997364,-0.9298944,-0.5400867
0.9596297940024555,0.8492917,0.9776883,0.9730841,0.2104806,0.62748903,-0.39703974,0.08708454
0.7441652386027542,0.72566456,0.98610693,0.9573576,0.08719688,0.2071693,-1.5951725,-0.8415237
0.5846112480684692,0.63379765,0.9440776,0.9377923,0.09175593,0.18948819,0.4987671,0.65246356
0.8281425234780185,1.0563021,0.9749963,0.9627897,0.4253238,0.32685792,-0.120871186,-0.22083509
0.8211556465485127,0.76676166,0.9801603,0.9474399,0.1709988,0.32537717,0.33616382,-0.2234633
0.8739485508255774,0.72079647,0.9464807,0.9612651,0.124079235,0.20168021,0.11941816,0.3855532
0.688881834055194,0.6571693,0.9313744,0.9402315,0.15650824,0.1777479,-0.20267646,-0.1774131
0.9162844638524358,1.309032,0.9791544,0.9694212,0.647971,0.50322896,-0.0292256,-0.13999854
0.792136523989854,0.9057221,0.971428,0.96519,0.21089803,0.16250648,0.7455037,-0.34680495
0.7532836831415031,1.0344974,0.99218637,0.9583523,0.3278209,0.19372608,-0.11733486,0.38080293
0.8886816351520767,1.3210436,0.9903732,0.983718,0.20537405,0.51343006,-0.49463224,0.32944924
0.8207682066000848,0.99668145,0.9527831,0.9583992,0.07160018,0.38071844,-0.000137865,-0.032183897
0.7970838341005464,0.6406496,0.9730472,0.9562366,0.16572343,0.14003289,0.29465258,-0.30574667
